"sales_price","sales_price_log","estimate_range","auction_location","surface","artist_seal","inscribed","signed","dated","titled","stamped","auction_year","auction_month","auction_weekday","canvas","oil","acrylic","board","paper","lacquer","masonite","panel","ink","wood"
240190,12.389185555788,25620,"0",924,"0","0","1","0","0","0","2019","3","Sunday","0","1","0","1","1","0","0","0","0","0"
1252180,14.0403965902763,256200,"0",3510.78,"0","0","0","0","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
1282920,14.0646492877955,256200,"0",4611,"0","0","0","0","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
224180,12.3202045795751,38430,"0",1262.24,"0","0","0","0","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
16752020,16.634029405979,1281000,"0",10905.25,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
3250540,14.9943316943501,1281000,"0",5617.2,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
2635660,14.7846441829774,1024800,"0",2688.4,"0","0","1","0","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
2712520,14.8133886500756,256200,"0",4368,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
1175320,13.977051008908,256200,"0",1262.08,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
944740,13.7586650363449,256200,"0",9413.25,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
512400,13.1468608490047,256200,"0",2530,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
1329040,14.0999674350604,409920,"0",1570.8,"0","0","0","0","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
1252180,14.0403965902763,384300,"0",12342,"0","0","1","1","0","0","2019","3","Sunday","0","1","0","0","0","0","0","0","0","1"
2174500,14.5923093110198,512400,"0",9541,"0","0","1","0","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
867880,13.6738087352373,128100,"0",5222.88,"0","0","0","0","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
14855240,16.5138632229247,2562000,"0",18585.18,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
2328220,14.6606145850867,1281000,"0",6716,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
7559950,15.8383751343772,2562000,"0",20865,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
13104370,16.3884563203296,3843000,"0",18915,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
10186260,16.1365503113316,2562000,"0",18391.84,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
8289480,15.930497798968,1281000,"0",25350,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
791020,13.5810785308802,320250,"0",150000,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
480380,13.082332736348,204960,"0",15714,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
272210,12.5143291062176,102480,"0",13566,"0","0","1","1","0","0","2019","3","Sunday","1","0","1","0","0","0","0","0","0","0"
256200,12.4537136684448,166530,"0",10000,"0","0","1","1","0","0","2019","3","Sunday","1","0","1","0","0","0","0","0","0","0"
867880,13.6738087352373,192150,"0",25350,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
416330,12.9392334940024,128100,"0",22500,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
160130,11.9837412643165,25620,"0",6597.5,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
883250,13.6913635652214,128100,"0",35640,"0","0","1","0","0","0","2019","3","Sunday","0","0","0","0","0","1","0","1","0","1"
1175320,13.977051008908,256200,"0",6787.5,"0","0","1","0","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
1252180,14.0403965902763,256200,"0",10905.25,"0","0","1","0","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
1329040,14.0999674350604,256200,"0",6916,"0","0","1","0","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
668040,13.4121033309656,128100,"0",5104,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
1636480,14.3080581516449,256200,"0",29768,"0","0","1","0","0","0","2019","3","Sunday","0","1","0","0","0","0","1","0","0","0"
3711700,15.1270005506567,262708.888763226,"0",14833,"0","0","1","0","0","0","2019","3","Sunday","0","1","0","0","0","0","1","0","0","0"
384300,12.8591787765529,128100,"0",16080,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
256200,12.4537136684448,128100,"0",12303.75,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
1405900,14.156188225068,487631.001455562,"0",27035.5,"0","0","1","0","0","0","2019","3","Sunday","1","1","0","0","0","0","0","1","0","1"
320250,12.676857219759,128100,"0",27740,"0","0","1","1","0","0","2019","3","Sunday","1","1","0","0","0","0","0","0","0","0"
272210,12.5143291062176,153720,"0",60000,"0","0","1","1","0","0","2019","3","Sunday","1","0","1","0","0","0","0","0","0","0"
6730,8.81433042263877,2567,"0",3595.5,"0","0","0","0","0","1","2019","4","Monday","0","0","1","0","1","0","0","0","0","0"
16010,9.68096880599076,6410,"0",16992,"0","0","0","0","0","1","2019","4","Monday","0","0","1","0","1","0","0","0","0","0"
4803,8.47699600166482,2570,"0",41209,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
12010,9.39349491507403,2560,"0",39162,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
38430,10.5565936835589,8970,"0",25258,"0","0","1","1","0","0","2019","4","Monday","0","0","0","0","0","0","0","1","0","1"
9610,9.17055950196434,2560,"0",27664,"0","0","1","1","0","0","2019","4","Monday","1","1","1","0","0","0","0","0","0","0"
41630,10.636576340189,12810,"0",15476,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
76860,11.2497408641188,25620,"0",30740,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
60850,11.0161670984157,11530,"0",3000,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
640,6.46146817635372,2430,"0",5600,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
4803,8.47699600166482,2570,"0",18468,"0","0","1","1","0","0","2019","4","Monday","1","1","1","0","0","0","0","0","0","0"
320,5.76832099579377,2558,"0",5400,"0","0","0","0","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
30420,10.3228555658133,2560,"0",14884,"0","0","0","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
19220,9.86370668252428,3840,"0",35200,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
27220,10.2117072762055,7690,"0",32528,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
11210,9.32456151606621,2570,"0",32400,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
16010,9.68096880599076,2567,"0",10800,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
32030,10.3744282426032,11530,"0",1200,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
6410,8.76561454991472,2570,"0",13400,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
2401,7.78364059622125,641,"0",9694,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
9610,9.17055950196434,3840,"0",12800,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
13610,9.51856009564551,8970,"0",8078.5,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
41630,10.636576340189,15370,"0",3111,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
16010,9.68096880599076,7690,"0",1560,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
28820,10.2688248695535,8970,"0",1290,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
17610,9.77622220149025,6410,"0",2806,"0","0","1","0","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
2882,7.96623977655947,1281,"0",11224,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
5120,8.54090971803355,1281,"0",27270,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
15210,9.62970838525334,3840,"0",1107,"0","0","1","0","0","0","2019","4","Monday","0","1","0","0","0","0","0","1","0","1"
14410,9.57567768899357,2570,"0",792,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
72060,11.1852543843021,12810,"0",6798.75,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
67250,11.1161722974641,16660,"0",6011.75,"0","0","1","0","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
60850,11.0161670984157,25620,"0",10485,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
80060,11.2905316325466,34590,"0",12675,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
16010,9.68096880599076,2560,"0",1557.75,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
96080,11.4729364567539,34590,"0",12723.75,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
8010,8.9884460400624,3840,"0",7472.5,"0","0","1","0","0","0","2019","4","Monday","0","0","0","0","0","1","0","0","0","1"
22420,10.0177086966262,3840,"0",6000,"0","0","1","1","0","0","2019","4","Monday","0","0","0","1","0","1","0","0","0","0"
152120,11.9324249620422,14100,"0",30000,"0","0","1","0","0","0","2019","4","Monday","0","0","0","0","0","1","0","0","0","1"
32030,10.3744282426032,12810,"0",3220,"0","0","1","0","0","0","2019","4","Monday","0","0","0","0","0","1","0","1","0","1"
15210,9.62970838525334,3840,"0",4416.5,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
25620,10.1511285754507,7690,"0",1081,"0","0","0","0","0","1","2019","4","Monday","0","0","0","0","0","1","0","0","0","1"
76860,11.2497408641188,17940,"0",6561,"0","0","1","0","0","0","2019","4","Monday","0","0","0","0","0","1","0","0","0","1"
112090,11.6270573990151,6410,"0",2106,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
44840,10.7108558771861,14100,"0",2117.5,"0","0","1","1","0","0","2019","4","Monday","0","1","0","0","0","0","0","1","0","0"
432340,12.976967594712,38430,"0",9800,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
112090,11.6270573990151,25620,"0",16774.25,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
128100,11.7605664878848,25620,"0",12838,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
80060,11.2905316325466,14100,"0",4380,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
32030,10.3744282426032,6410,"0",1219,"0","0","1","0","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
51240,10.8442757560107,11530,"0",6026,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
2401,7.78364059622125,1281,"0",792,"0","0","1","1","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
3522,8.16678428905615,1281,"0",905.25,"0","0","1","0","0","0","2019","4","Monday","0","1","0","0","0","0","0","1","0","1"
12010,9.39349491507403,3840,"0",6500,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
20820,9.94366934216896,2560,"0",2479.75,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
6410,8.76561454991472,2570,"0",5023.5,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
60850,11.0161670984157,6410,"0",5200,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
4003,8.29479935899257,2567,"0",1165.25,"0","0","1","0","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
88070,11.3858872317995,7690,"0",6500,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
4803,8.47699600166482,1281,"0",1457.25,"0","0","1","0","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
1601,7.37838371299671,1281,"0",1462,"0","0","1","0","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
6410,8.76561454991472,1281,"0",3016.25,"0","0","0","0","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
16010,9.68096880599076,1281,"0",3250,"0","0","0","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
9610,9.17055950196434,1290,"0",4941,"0","0","1","0","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
12810,9.45798139489078,1277,"0",3500,"0","0","0","0","0","0","2019","4","Monday","0","0","0","0","1","0","0","0","0","0"
24020,10.086642095634,6400,"0",3710,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
44840,10.7108558771861,12810,"0",1505,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
4803,8.47699600166482,2570,"0",4393.5,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
25620,10.1511285754507,7690,"0",5505.5,"0","0","1","1","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
4803,8.47699600166482,2570,"0",3938.75,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
10410,9.25052216160901,2570,"0",10800,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
80060,11.2905316325466,8970,"0",26549,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
10410,9.25052216160901,2567,"0",3842.5,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
9610,9.17055950196434,3840,"0",4985.5,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
25620,10.1511285754507,11530,"0",1012.5,"0","0","1","1","0","0","2019","4","Monday","1","1","0","1","0","0","0","0","0","0"
25620,10.1511285754507,10250,"0",660,"0","0","1","1","0","0","2019","4","Monday","1","1","0","1","0","0","0","0","0","0"
304240,12.6255721426021,12810,"0",1419,"0","0","1","1","0","0","2019","4","Monday","1","1","0","1","0","0","0","0","0","0"
56040,10.9338210004509,2560,"0",7803,"0","0","1","1","0","0","2019","4","Monday","0","0","1","0","0","0","0","1","0","1"
9610,9.17055950196434,3840,"0",12000,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
64050,11.0674193073249,29460,"0",7056,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
16010,9.68096880599076,10250,"0",4125,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
28820,10.2688248695535,7690,"0",4265.25,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
240190,12.389185555788,25620,"0",6141,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
8810,9.08364271893022,2570,"0",1080,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
9610,9.17055950196434,2560,"0",1440.5,"0","0","1","1","0","0","2019","4","Monday","0","0","1","1","0","0","0","0","0","0"
14410,9.57567768899357,2560,"0",3300,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
9610,9.17055950196434,2570,"0",8239,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
6410,8.76561454991472,2570,"0",7821,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
9610,9.17055950196434,2560,"0",9065,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
4803,8.47699600166482,2567,"0",6175,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
5120,8.54090971803355,2951,"0",2727,"0","0","1","1","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
44840,10.7108558771861,24340,"0",6118.75,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
3202,8.07153089355666,2558,"0",21000,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
7210,8.88322423027899,2567,"0",789.25,"0","0","1","1","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
51240,10.8442757560107,10250,"0",5580,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
5600,8.63052187672324,2570,"0",21097.5,"0","0","0","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
8010,8.9884460400624,2560,"0",4500,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
9610,9.17055950196434,2567,"0",4200,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
256200,12.4537136684448,25620,"0",9211.5,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
30420,10.3228555658133,7690,"0",3710,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
56040,10.9338210004509,8970,"0",8100,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
80060,11.2905316325466,25620,"0",26100,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
8810,9.08364271893022,2570,"0",1905.75,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
14410,9.57567768899357,7690,"0",12950,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
88070,11.3858872317995,12810,"0",7105,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","1"
67250,11.1161722974641,3840,"0",10201,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
960,6.86693328446188,1281,"0",2975,"0","0","1","0","1","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
96080,11.4729364567539,25620,"0",19723,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
144110,11.8783321758324,89670,"0",17770.5,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
88070,11.3858872317995,51240,"0",16030,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
480380,13.082332736348,128100,"0",12642,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
192150,12.166031595993,76860,"0",19550,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
51240,10.8442757560107,25620,"0",13248,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
32030,10.3744282426032,6410,"0",2975,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
60850,11.0161670984157,12810,"0",6400,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
112090,11.6270573990151,25620,"0",14904,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
416330,12.9392334940024,128100,"0",27100,"0","0","0","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
96080,11.4729364567539,25620,"0",10330.5,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
112090,11.6270573990151,25620,"0",6140.75,"0","0","1","1","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
35230,10.4696532713353,8970,"0",1312,"0","0","1","1","0","0","2019","4","Monday","0","0","1","0","1","0","0","0","0","0"
168130,12.032492768673,25620,"0",20930,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
160130,11.9837412643165,25620,"0",10000,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
144110,11.8783321758324,12810,"0",1660.5,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
256200,12.4537136684448,12810,"0",12262.4,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
416330,12.9392334940024,64050,"0",515.1,"0","0","0","0","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
384300,12.8591787765529,89670,"0",5836.95,"0","0","0","0","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
56040,10.9338210004509,12810,"0",70000,"0","0","0","0","0","0","2019","4","Monday","1","0","0","0","0","0","0","0","0","0"
44840,10.7108558771861,12810,"0",34715.1,"0","0","0","0","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
256200,12.4537136684448,128100,"0",23225.76,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
288230,12.571514051509,256200,"0",32400,"0","0","1","1","0","0","2019","4","Monday","1","0","0","0","0","0","0","1","0","1"
112090,11.6270573990151,25620,"0",18000,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
128100,11.7605664878848,25620,"0",13000,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
448350,13.0133294563802,25620,"0",600.6,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
1206060,14.0028694062755,256200,"0",22500,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
38430,10.5565936835589,12810,"0",658.24,"0","0","1","1","0","0","2019","4","Monday","0","0","0","1","1","0","0","0","0","0"
176140,12.0790344123594,12810,"0",4050,"0","0","1","1","0","0","2019","4","Monday","0","0","1","0","1","0","0","0","0","0"
76860,11.2497408641188,10240,"0",6305,"0","0","1","1","0","0","2019","4","Monday","0","0","1","0","1","0","0","0","0","0"
480380,13.082332736348,115290,"0",65224.25,"0","0","0","0","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
352280,12.7721815929194,128100,"0",62859.06,"0","0","0","0","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
51240,10.8442757560107,12810,"0",150,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
192150,12.166031595993,25620,"0",6606.5,"0","0","1","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
32030,10.3744282426032,12810,"0",7500,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
104080,11.5529151131864,25620,"0",8290.04,"0","0","1","1","0","0","2019","4","Monday","0","1","0","1","0","0","0","0","0","0"
76860,11.2497408641188,25620,"0",1749,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
208160,12.2460622937463,89670,"0",4405.62,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
256200,12.4537136684448,51240,"0",4248,"0","0","1","1","0","0","2019","4","Monday","0","1","0","0","0","0","0","1","0","0"
96080,11.4729364567539,51240,"0",22067.43,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
8810,9.08364271893022,2567,"0",6864,"0","0","0","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
8010,8.9884460400624,2567,"0",7472.5,"0","0","1","0","0","0","2019","4","Monday","0","0","0","0","0","0","0","0","0","0"
30420,10.3228555658133,12810,"0",15000,"0","0","0","0","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
5120,8.54090971803355,2567,"0",4800,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
800,6.68461172766793,2570,"0",9600,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
128100,11.7605664878848,51240,"0",33000,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
6730,8.81433042263877,2570,"0",4692.25,"0","0","1","1","0","0","2019","4","Monday","0","0","0","0","1","0","0","0","1","0"
25620,10.1511285754507,8970,"0",1024,"0","0","1","1","0","0","2019","4","Monday","0","0","1","1","0","0","0","0","0","0"
1252180,14.0403965902763,256200,"0",50000,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
791020,13.5810785308802,256200,"0",5428,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
72060,11.1852543843021,12810,"0",1254,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
160130,11.9837412643165,25620,"0",6400,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
51240,10.8442757560107,12810,"0",972,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
136110,11.8212186613261,12810,"0",25220,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
64050,11.0674193073249,12810,"0",21141,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
128100,11.7605664878848,89670,"0",30000,"0","0","1","1","0","0","2019","4","Monday","0","1","0","0","0","0","0","0","0","0"
38430,10.5565936835589,8970,"0",2237.29,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
352280,12.7721815929194,128100,"0",1303.8,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
27220,10.2117072762055,12810,"0",663.39,"0","0","1","1","0","0","2019","4","Monday","0","0","0","1","1","0","0","0","0","0"
160130,11.9837412643165,51240,"0",1303.8,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
288230,12.571514051509,25620,"0",1521,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
560440,13.2364774684852,128100,"0",1846.8,"0","0","0","0","0","0","2019","4","Monday","0","0","1","0","1","0","0","0","0","0"
512400,13.1468608490047,128100,"0",3455.6,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
12810,9.45798139489078,12810,"0",8073,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","0","0","0"
22420,10.0177086966262,5120,"0",10619.7,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
48040,10.7797892761939,25620,"0",1729,"0","0","1","1","0","0","2019","4","Monday","1","1","0","0","0","0","0","1","0","0"
17610,9.77622220149025,5120,"0",13851,"0","0","1","1","0","0","2019","4","Monday","0","1","0","0","1","0","0","1","0","0"
41630,10.636576340189,1290,"0",1724.45,"0","0","1","1","0","0","2019","4","Monday","1","0","1","0","0","0","0","0","0","0"
25620,10.1511285754507,17940,"0",4290.28,"0","0","1","1","0","0","2019","4","Monday","0","0","1","0","1","0","0","0","0","0"
32030,10.3744282426032,12810,"0",4256,"0","0","1","1","0","0","2019","4","Monday","0","1","1","0","1","0","0","0","0","0"
