artist,title,sales_price,sold_dummy,low_estimate,high_estimate,signiture,height,width,created,medium,auction_lot,auction_date,auction_location
YongYop Hwang,Untitled,4590,1,3843,6410,Signed and Dated,45.5,37.9,1989,Oil / Canvas,87,2018/3/29,1
Hong Chi,Lyndhurst Terrace (Hong Kong),13770,1,11530,25620,Signed and Dated,89,54.3,2010,Oil / Canvas,92,2018/3/29,1
Pang Jiun,Landscape of Stanley (Hong Kong),42840,1,35870,58930,Signed and Dated,60.6,72.2,2008,Oil / Canvas,94,2018/3/29,1
Annysa Ng,Moving and Not Moving,6430,1,3843,6410,Artist's Seal,101.4,75.9,NA,"Ink , acrylic and fiber paste / Linen",98,2018/3/29,1
Teh-Chun Chu,No. 182 Plénitude de la Maturité,599800,1,358680,461160,Signed and Dated,91.5,72.8,1964,Oil / Canvas,1,2018/5/26,1
Teh-Chun Chu,No. 211,NA,0,704550,960750,Signed and Dated,65,92,1965,Oil / Canvas,2,2018/5/26,1
Wou-Ki Zao,05.10.91,2142160,1,1024800,1537200,Signed and Dated,81,100,1991,Oil / Canvas,3,2018/5/26,1
Wou-Ki Zao,Neige Danse (Swirling Snow),3831400,1,2562000,3202500,Signed and Dated,73,60,1955,Oil / Canvas,4,2018/5/26,1
Fernando Zobel de Ayala Montojo,"Saeta 23, Generalife",335400,1,192150,320250,Signed and Dated,61,127,1957,Oil / Canvas,5,2018/5/26,1
Fernando Zobel de Ayala Montojo,Puente de Manila (Manila Bridge),526360,1,153720,230580,Signed and Dated,61,91.5,1956,Oil / Canvas,6,2018/5/26,1
Jose Tanig Joya,Untitled,306020,1,153720,230580,Signed and Dated,97,152,1956,Oil / Canvas,7,2018/5/26,1
Vicente S Manansala,Pounding Rice,260120,1,128100,230580,Signed and Dated,98,86,1949,Oil / Canvas,8,2018/5/26,1
Fernando Cueto Amorsolo,El Ciego,526360,1,153720,230580,Signed and Dated,73.5,58.5,1929,Oil / Board,9,2018/5/26,1
Anita Corpus Magsaysay-Ho,Tomato Pickers,746700,1,614880,871080,Signed and Dated,91.5,76,1975,Oil / Canvas,10,2018/5/26,1
Nguyen Gia Tri,Vietnamese Ladies,107110,1,102480,153720,Signed Lower Right,120,180,c. 1972,Lacquer / Panel,14,2018/5/26,1
Guanzhong Wu,By the Side of the Li River (I),1304880,1,1537200,2562000,Signed and Dated,59.5,41.5,1977,Oil / Board,15,2018/5/26,1
Guanzhong Wu,All Homeland Sounds,1260810,1,512400,768600,Signed and Dated,46,61,1996,Oil / Board,16,2018/5/26,1
Guanzhong Wu,New Bamboos Alongside the Li River,NA,0,2305800,3586800,Signed and Dated,90,100,1994,Oil / Canvas,17,2018/5/26,1
Guanzhong Wu,"Fuyang, A Riverside City (Village Town)",NA,0,742980,1127280,Signed and Dated,38,44.5,1991,Oil / Canvas,18,2018/5/26,1
Guanzhong Wu,Autumn onto the Wall,702630,1,576450,832650,Signed and Dated,30,55,1991,Oil / Board,19,2018/5/26,1
Guanzhong Wu,A Village of the South,NA,0,1537200,2818200,Signed and Dated,73,61,1985,Oil / Canvas,21,2018/5/26,1
Soo-Keun Park,Untitled,570430,1,384300,640500,NA,36.7,24.5,NA,Oil / Board,22,2018/5/26,1
Wou-Ki Zao,14.12.59,21632750,1,8710800,11272800,Signed and Dated,130,162,1959,Oil / Canvas,23,2018/5/26,1
Wou-Ki Zao,02.11.59,11579900,1,6405000,7686000,Signed and Dated,130,97,1959,Oil / Canvas,24,2018/5/26,1
Wou-Ki Zao,10.11.58-30.12.70,8825700,1,6405000,8967000,Signed and Dated,130,195,1958-70,Oil / Canvas,25,2018/5/26,1
Teh-Chun Chu,No. 51 - Mille Vies se Cachent dans le Bois (A Thousand Lives Hiding in the Woods),3537620,1,3202500,4483500,Signed and Dated,120,100,1960,Oil / Canvas,26,2018/5/26,1
Teh-Chun Chu,No. 81,4694390,1,4483500,5764500,Signed,162,130,1961,Oil / Canvas,27,2018/5/26,1
De-Jinn Shiy,Portrait of Jeannette,555740,1,192150,256200,Signed and Dated,99.5,72.5,1961,Oil / Canvas,28,2018/5/26,1
Gee Yun,Old Broadway in Winter,7173170,1,3843000,5124000,Signed Lower Right,121,101,c. 1930's-40's,Oil / Canvas,29,2018/5/26,1
Yifei Chen,Beauties on Promenade (Estimate on Request),10202800,1,NA,NA,Signed,190,208,1997,Oil / Canvas,30,2018/5/26,1
Adrien Jean Le Mayeur de Merpres,La Montée au Temple Bali (Ascension to the Temple Bali),732010,1,409920,538020,Signed Lower Left,101,121,NA,Oil / Canvas,31,2018/5/26,1
Hendra Gunawan,Kuda Lumping,820140,1,448350,704550,Signed and Dated,147,202,1976,Oil / Canvas,32,2018/5/26,1
Kusama Affandi,Fisherman,260120,1,179340,256200,Signed and Dated,149,96,1969,Oil / Canvas,33,2018/5/26,1
Kusama Affandi,Market Scene,394160,1,320250,486780,Signed and Dated,98,130,1965,Oil / Canvas,34,2018/5/26,1
Georgette Chen,"Still Life with Rambutans, Mangosteens and Pineapple",526360,1,256200,384300,Signed,54,65,c. 1960's,Oil / Canvas,35,2018/5/26,1
Soo Pieng Cheong,Balinese Lady,183610,1,128100,230580,Signed and Dated,91.5,61.5,1981,Oil / Canvas,36,2018/5/26,1
Wenxi Chen,Sorting the Day's Catch,NA,0,153720,230580,Signed Lower Left,49,59,NA,Oil / Board,37,2018/5/26,1
Yayoi Kusama,Lemon Squash,1407700,1,768600,1024800,Signed and Dated,162,130.3,1991,Acrylic / Canvas,38,2018/5/26,1
Yayoi Kusama,No. F. C. H.,3243840,1,2049600,3330600,Signed and Dated,76.2,66,1960,Oil / Canvas,39,2018/5/26,1
Richard Lin,Painting Relief Diptych,629180,1,256200,384300,Signed and Dated,127,152.4,1965-1968,Oil / Canvas,40,2018/5/26,1
Seund Ja Rhee,Vénus N°1 (Venus No.1),394160,1,320250,448350,Signed,114,80.2,1963,Oil / Canvas,42,2018/5/26,1
Masaaki Yamada,Work C. 135,NA,0,192150,320250,Signed and Dated,194,97,1963-64,Oil / Canvas,43,2018/5/26,1
Chiyu Uemae,Untitled,364780,1,256200,384300,Signed and Dated,202,139,1970/1985,Oil / Canvas,44,2018/5/26,1
Yoshitomo Nara,Punch Me Harder,1628040,1,1281000,1921500,Signed and Dated,215.9,195.6,2000,"Acrylic and coloured pencil on paper, mounted on canvas",47,2018/5/26,1
Yoshitomo Nara,In the Pinky Lake,1407700,1,1281000,1537200,Signed and Dated,180,180,2004,Acrylic on cotton mounted on FRP,48,2018/5/26,1
Fanzhi Zeng,Portrait,967030,1,640500,896700,Signed and Dated,250,170,2003,Oil / Canvas,49,2018/5/26,1
Ronald Ventura,Untitled 16,NA,0,256200,384300,Signed and Dated,213.5,152.5,2016,Oil / Canvas,50,2018/5/26,1
Yuan Yuan,The Other Side 3,275420,1,115290,153720,Signed and Dated,230,180,2015,Oil / Canvas,51,2018/5/26,1
Yuxing Huang,Treasure Island,122410,1,64050,102480,Signed and Dated,145,230,2015,Acrylic / Canvas,52,2018/5/26,1
AY T Joe Christine,3?2 #05,306020,1,230580,358680,Signed and Dated,170,200,2010,Oil / Canvas,53,2018/5/26,1
Sean Scully,Vincent,1113920,1,704550,986370,NA,190.5,203.2,2002,Oil / Linen,54,2018/5/26,1
Richard Lin,5-Feb,599800,1,128100,256200,Signed and Dated,100,100,1961/1964-66,Oil and aluminium / Canvas,55,2018/5/26,1
Gerhard Richter,Abstraktes Bild,1628040,1,1409100,2113650,Signed and Dated,71,61,1994,Oil / Canvas,56,2018/5/26,1
Teh-Chun Chu,Célestes Profondeurs (Celestial Depths),1113920,1,960750,1216950,Signed and Dated,130,195,2006,Oil / Canvas,57,2018/5/26,1
Georg Kern Baselitz,Stilleben 1 (Still Life 1),1187370,1,960750,1473150,Signed and Dated,160.9,129.9,1976,Oil / Canvas,58,2018/5/26,1
George Condo,Abstract Figure Composition,1187370,1,307440,409920,Signed and Dated,152.7,193.4,1998,"Acrylic , oil, pastel and paper / Canvas",59,2018/5/26,1
Jean-Michel Basquiat,Untitled (Orange Sports Figure),8963410,1,7942200,12041400,NA,152.4,122.5,1982,"Acrylic , oil stick and spray paint / Canvas",60,2018/5/26,1
Yoshitomo Nara,Life Is Only One,893590,1,896700,1152900,NA,169,254,2008,Acrylic on wood,62,2018/5/26,1
Fanzhi Zeng,Untitled 07-10-6,NA,0,1024800,1537200,Signed and Dated,179.5,279.5,2007,Oil / Canvas,64,2018/5/26,1
Wou-Ki Zao,28.02.67,1701490,1,1921500,3202500,Signed and Dated,89,116,1967,Oil / Canvas,65,2018/5/26,1
Yayoi Kusama,Nets Infinity,1628040,1,960750,1216950,Signed and Dated,117,91,1998,Acrylic with gold pigment and metallic paint / Canvas,66,2018/5/26,1
Fernando Botero,Dancers,922960,1,704550,1024800,Signed and Dated,144,100,2010,Oil / Canvas,71,2018/5/26,1
Walasse Ting,I Love Summer Long,834830,1,384300,640500,Signed and Dated,210,475,1994,Acrylic / Canvas,72,2018/5/26,1
Peter Doig,Spearfish Man,229520,1,230580,333060,Signed and Dated,131.5,60.5,2013,Oil / Paper,73,2018/5/26,1
Chunya Zhou,Don't Let the Flower Goes with the Running Water,1113920,1,1024800,1921500,Signed and Dated,279,197.8,2009,Oil / Canvas,74,2018/5/26,1
Wou-Ki Zao,28.04.75,NA,0,1537200,2049600,Signed and Dated,115.5,89,1975,Oil / Canvas,75,2018/5/26,1
Huaiqing Wang,Traces of Nature No. 3 (In two parts),1304880,1,768600,1024800,Signed Lower Right,256,200,2004,Oil / Canvas,76,2018/5/26,1
Vu Cao Dam,Le Cheval Blanc,84160,1,20500,33310,Signed and Dated,52,63.5,1961,Oil / Canvas,306,2018/5/27,1
Vu Cao Dam,La Famille,84160,1,35870,44840,Signed and Dated,81.5,100,1978,Oil / Canvas,307,2018/5/27,1
Vu Cao Dam,Le Poète,13770,1,12810,19220,Inscribed and Signed,24.5,33,NA,Oil / Canvas,308,2018/5/27,1
Nguyen Tu Nghiem,Ancient Dance,73450,1,23060,35870,Signed and Dated,55,75,1984,Lacquer / Panel,309,2018/5/27,1
Nguyen van Trung,Reclining Lady,19890,1,12810,19220,Signed and Dated,90,120,1999,Lacquer / Panel,310,2018/5/27,1
Van Ha Tran,Thuyen Cau Dau Ben (Boat Dock),16830,1,10250,12810,Signed Lower Left,75,127.5,NA,Lacquer and gold leaf / Panel,311,2018/5/27,1
Le Pho,La Pagode,168310,1,51240,76860,Signed and Dated,111.5,140,1930,Oil / Paper on board,314,2018/5/27,1
Le Pho,Composition,61200,1,32030,44840,Signed Lower Left,90,116.5,NA,Oil / Canvas,319,2018/5/27,1
Le Pho,Roses Tremieres,26010,1,10250,15370,Signed and Titled,48,63.5,c.1958,Oil on silk laid on board,320,2018/5/27,1
Le Pho,L'Étude (The Study),137710,1,38430,51240,Signed and Titled,65,81,c.1970,Oil / Canvas,321,2018/5/27,1
Le Pho,Les Roses Trémières,114760,1,25620,33310,Signed and Titled,99,65,c.1970,Oil / Canvas,322,2018/5/27,1
Saw Maung,Man In Pink Sarong Tending Buffalo,19890,1,19220,32030,Signed and Dated,47,60,1966,Oil / Board,323,2018/5/27,1
U Kan Chun,Princess With Necklace,4284,1,4483,7050,Signed and Dated,54,39,c.1974,Oil / Board,324,2018/5/27,1
U Kyaw Hlaing,The Rutted Road,8420,1,5760,8970,Signed Lower Left,42,59.5,1989,Oil / Canvas,325,2018/5/27,1
U Bon Lon Lay,Burmese Dancer,6120,1,5760,8970,Signed Lower Left,56,25,NA,Oil / Board,326,2018/5/27,1
U Kyaw Nyunt,Karen,4896,1,3586,6150,Inscribed and Signed,39.5,60,NA,Oil / Board,327,2018/5/27,1
Ngwe Gaing,Flowers With Burmese Hintha,42840,1,32030,51240,Signed Lower Left,44,59,NA,Oil / Board,328,2018/5/27,1
Tin Maung Oo,Trishaw Splendor,2295,1,3074,4483,Signed Lower Right,87,61,1993,Oil / Canvas,329,2018/5/27,1
Wae Aung Min,Dusty Journey,11480,1,8330,12810,Signed Lower Right,62,88,1994,Oil / Canvas,330,2018/5/27,1
Gywe U Lun,Burmese Dancer,21420,1,8970,11530,Signed Lower Right,74,58,1994,Oil / Canvas,331,2018/5/27,1
