,x,y,z,canvas,oil,acrylic,board,paper,lacquer,masonite,panel,ink,wood
2350,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2351,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2352,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2353,Acrylic and ink on rice paper,acrylic and ink on rice paper,acrylic  ink rice paper,0,0,1,0,1,0,0,0,1,0
2354,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2355,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2356,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2357,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2358,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2359,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2360,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2361,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2362,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2363,Oil / Wood,oil  wood,oil  wood,0,1,0,0,0,0,0,0,0,1
2364,Acrylic and ink / Canvas on board,acrylic and ink  canvas on board,acrylic  ink  canvas board,1,0,1,1,0,0,0,0,1,0
2365,Enamel / Paperboard,enamel  paperboard,enamel  paperboard,0,0,0,1,1,0,0,0,0,0
2366,Acrylicoil and marker on paper mounted on paper,acrylicoil and marker on paper mounted on paper,acrylicoil  marker paper mounted paper,0,1,1,0,1,0,0,0,0,0
2367,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2368,Acrylic / Cardboard,acrylic  cardboard,acrylic  cardboard,0,0,1,1,0,0,0,0,0,0
2369,Enamel / Paperboard,enamel  paperboard,enamel  paperboard,0,0,0,1,1,0,0,0,0,0
2370,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2371,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2372,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2373,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2374,Acrylic / Board,acrylic  board,acrylic  board,0,0,1,1,0,0,0,0,0,0
2375,Acrylic / Board,acrylic  board,acrylic  board,0,0,1,1,0,0,0,0,0,0
2376,Poster and modeling paste on artist's frame,poster and modeling paste on artists frame,poster  modeling paste artists frame,0,0,0,0,0,0,0,0,0,0
2377,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2378,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2379,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2380,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2381,Acrylic and gesso,acrylic and gesso,acrylic  gesso,0,0,1,0,0,0,0,0,0,0
2382,Ceramic,ceramic,ceramic,0,0,0,0,0,0,0,0,0,0
2383,Poster and modeling paste on artist's frame / Canvas,poster and modeling paste on artists frame  canvas,poster  modeling paste artists frame  canvas,1,0,0,0,0,0,0,0,0,0
2384,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2385,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2386,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2387,Acrylic / Paper,acrylic  paper,acrylic  paper,0,0,1,0,1,0,0,0,0,0
2388,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2389,"painted cast vinyl, with respective original box",painted cast vinyl with respective original box,painted cast vinyl with respective original box,0,0,0,0,0,0,0,0,0,0
2390,"painted cast vinyl, with respective original box",painted cast vinyl with respective original box,painted cast vinyl with respective original box,0,0,0,0,0,0,0,0,0,0
2391,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2392,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2393,Acrylic / Paper,acrylic  paper,acrylic  paper,0,0,1,0,1,0,0,0,0,0
2394,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2395,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2396,Acrylic / Paper,acrylic  paper,acrylic  paper,0,0,1,0,1,0,0,0,0,0
2397,Acrylic / Paper,acrylic  paper,acrylic  paper,0,0,1,0,1,0,0,0,0,0
2398,Acrylic and gouache / Paper,acrylic and gouache  paper,acrylic  gouache  paper,0,0,1,0,1,0,0,0,0,0
2399,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2400,Acrylic and marker pen / Paper,acrylic and marker pen  paper,acrylic  marker pen  paper,0,0,1,0,1,0,0,0,0,0
2401,Acrylic on card mounted on card,acrylic on card mounted on card,acrylic card mounted card,0,0,1,0,0,0,0,0,0,0
2402,Oil / Masonite,oil  masonite,oil  masonite,0,1,0,0,0,0,1,0,0,0
2403,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2404,Oil / Panel,oil  panel,oil  panel,0,1,0,0,0,0,0,1,0,0
2405,Oil / Panel,oil  panel,oil  panel,0,1,0,0,0,0,0,1,0,0
2406,Oil / Panel,oil  panel,oil  panel,0,1,0,0,0,0,0,1,0,0
2407,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2408,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2409,Oil / Masonite,oil  masonite,oil  masonite,0,1,0,0,0,0,1,0,0,0
2410,Acrylic / Card,acrylic  card,acrylic  card,0,0,1,0,0,0,0,0,0,0
2411,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2412,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
2413,"Digital print on acrylic, vintage suitcase, light tubes, metal, wool and wood, in 17 parts",digital print on acrylic vintage suitcase light tubes metal wool and wood in 17 parts,digital print acrylic vintage suitcase light tubes metal wool  wood in 17 parts,0,0,1,0,0,0,0,0,0,1
2414,Lacquer / Wood,lacquer  wood,lacquer  wood,0,0,0,0,0,1,0,0,0,1
2415,Lacquer / Wood,lacquer  wood,lacquer  wood,0,0,0,0,0,1,0,0,0,1
2416,Lacquer / Wood,lacquer  wood,lacquer  wood,0,0,0,0,0,1,0,0,0,1
2417,Acrylic / Paper,acrylic  paper,acrylic  paper,0,0,1,0,1,0,0,0,0,0
2418,Acrylic / Paper,acrylic  paper,acrylic  paper,0,0,1,0,1,0,0,0,0,0
2419,Acrylic / Paper,acrylic  paper,acrylic  paper,0,0,1,0,1,0,0,0,0,0
2420,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2421,Oil / Wood,oil  wood,oil  wood,0,1,0,0,0,0,0,0,0,1
2422,Oil / Panel,oil  panel,oil  panel,0,1,0,0,0,0,0,1,0,0
2423,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2424,Lacquer / Wood,lacquer  wood,lacquer  wood,0,0,0,0,0,1,0,0,0,1
2425,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2426,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2427,Acrylic / Paper,acrylic  paper,acrylic  paper,0,0,1,0,1,0,0,0,0,0
2428,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2429,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2430,Lacquer,lacquer,lacquer,0,0,0,0,0,1,0,0,0,0
2431,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2432,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2433,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2434,Oil / Cardboard,oil  cardboard,oil  cardboard,0,1,0,1,0,0,0,0,0,0
2435,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2436,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
2437,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2438,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2439,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2440,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
2441,Lacquer / Panel,lacquer  panel,lacquer  panel,0,0,0,0,0,1,0,1,0,0
2442,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2443,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2444,Oil / Cardboard,oil  cardboard,oil  cardboard,0,1,0,1,0,0,0,0,0,0
2445,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2446,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2447,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2448,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2449,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2450,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2451,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2452,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2453,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2454,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2455,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2456,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2457,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2458,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2459,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2460,Vinyl paint / Canvas,vinyl paint  canvas,vinyl paint  canvas,1,0,0,0,0,0,0,0,0,0
2461,Oil / Linen,oil  linen,oil  linen,0,1,0,0,0,0,0,0,0,0
2462,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2463,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2464,Oil and acrylic / Canvas,oil and acrylic  canvas,oil  acrylic  canvas,1,1,1,0,0,0,0,0,0,0
2465,Acrylic / Board,acrylic  board,acrylic  board,0,0,1,1,0,0,0,0,0,0
2466,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2467,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2468,Acrylic on cotton mounted on FRP,acrylic on cotton mounted on frp,acrylic cotton mounted frp,0,0,1,0,0,0,0,0,0,0
2469,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2470,Oil on silk laid on masonite board / Canvas,oil on silk laid on masonite board  canvas,oil silk laid masonite board  canvas,1,1,0,1,0,0,1,0,0,0
2471,Lacquer / Panel,lacquer  panel,lacquer  panel,0,0,0,0,0,1,0,1,0,0
2472,Lacquer / Board,lacquer  board,lacquer  board,0,0,0,1,0,1,0,0,0,0
2473,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2474,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2475,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2476,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
2477,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2478,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2479,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2480,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
2481,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2482,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2483,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2484,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2485,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2486,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
2487,Oil / Masonite,oil  masonite,oil  masonite,0,1,0,0,0,0,1,0,0,0
2488,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2489,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
2490,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
2491,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
2492,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2493,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2494,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2495,Oil and enamel / Canvas,oil and enamel  canvas,oil  enamel  canvas,1,1,0,0,0,0,0,0,0,0
2496,Oil / Paper,oil  paper,oil  paper,0,1,0,0,1,0,0,0,0,0
2497,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
2498,Oil / Masonite,oil  masonite,oil  masonite,0,1,0,0,0,0,1,0,0,0
2499,Acrylic / Board,acrylic  board,acrylic  board,0,0,1,1,0,0,0,0,0,0
2500,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2501,Oil and gold leaf / Canvas,oil and gold leaf  canvas,oil  gold leaf  canvas,1,1,0,0,0,0,0,0,0,0
2502,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
2503,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2504,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2505,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2506,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
2507,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2508,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2509,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2510,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
2511,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2512,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2513,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2514,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2515,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
2516,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2517,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2518,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2519,Oil and ink / Canvas,oil and ink  canvas,oil  ink  canvas,1,1,0,0,0,0,0,0,1,0
2520,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2521,Acrylic and oil pastel / Paper,acrylic and oil pastel  paper,acrylic  oil pastel  paper,0,1,1,0,1,0,0,0,0,0
2522,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
2523,Oil on wooden board,oil on wooden board,oil wooden board,0,1,0,1,0,0,0,0,0,1
2524,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2525,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2526,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
2527,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2528,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2529,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
2530,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2531,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2532,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2533,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2534,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2535,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2536,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2537,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2538,Oil and aluminum / Canvas,oil and aluminum  canvas,oil  aluminum  canvas,1,1,0,0,0,0,0,0,0,0
2539,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2540,Vinyl paint / Canvas,vinyl paint  canvas,vinyl paint  canvas,1,0,0,0,0,0,0,0,0,0
2541,"Acrylic on canvas, plywood",acrylic on canvas plywood,acrylic canvas plywood,1,0,1,0,0,0,0,0,0,1
2542,Resin and lacquer / Board,resin and lacquer  board,resin  lacquer  board,0,0,0,1,0,1,0,0,0,0
2543,Resin and lacquer / Board,resin and lacquer  board,resin  lacquer  board,0,0,0,1,0,1,0,0,0,0
2544,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2545,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2546,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2547,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2548,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2549,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2550,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2551,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2552,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2553,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2554,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2555,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2556,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2557,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2558,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2559,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2560,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
2561,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2562,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2563,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2564,Oil / Linen,oil  linen,oil  linen,0,1,0,0,0,0,0,0,0,0
2565,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2566,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2567,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2568,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2569,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2570,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2571,Acrylic and oil / Canvas,acrylic and oil  canvas,acrylic  oil  canvas,1,1,1,0,0,0,0,0,0,0
2572,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2573,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2574,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2575,Acrylic and phosphor and gold dust / Linen,acrylic and phosphor and gold dust  linen,acrylic  phosphor  gold dust  linen,0,0,1,0,0,0,0,0,0,0
2576,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2577,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2578,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2579,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2580,Pencil and acrylic / Canvas,pencil and acrylic  canvas,pencil  acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2581,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2582,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2583,Acrylic and heavy gel,acrylic and heavy gel,acrylic  heavy gel,0,0,1,0,0,0,0,0,0,0
2584,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2585,Oil / Linen,oil  linen,oil  linen,0,1,0,0,0,0,0,0,0,0
2586,Acrylic and retouching varnish on aluminum composite panel,acrylic and retouching varnish on aluminum composite panel,acrylic  retouching varnish aluminum composite panel,0,0,1,0,0,0,0,1,0,0
2587,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2588,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2589,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2590,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2591,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2592,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2593,"Oil and tar, beeswax, oil-stick and enamel / Canvas",oil and tar beeswax oilstick and enamel  canvas,oil  tar beeswax oilstick  enamel  canvas,1,1,0,0,0,0,0,0,0,0
2594,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2595,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2596,Colored Pencil and acrylic / Paper,colored pencil and acrylic  paper,colored pencil  acrylic  paper,0,0,1,0,1,0,0,0,0,0
2597,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2598,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2599,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2600,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2601,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2602,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2603,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2604,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2605,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2606,Acrylic and ink and color / Paper,acrylic and ink and color  paper,acrylic  ink  color  paper,0,0,1,0,1,0,0,0,1,0
2607,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2608,Acrylic on Korean paper / Canvas,acrylic on korean paper  canvas,acrylic korean paper  canvas,1,0,1,0,1,0,0,0,0,0
2609,Oil and bronze dust / Canvas,oil and bronze dust  canvas,oil  bronze dust  canvas,1,1,0,0,0,0,0,0,0,0
2610,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2611,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2612,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2613,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2614,Oil / Linen,oil  linen,oil  linen,0,1,0,0,0,0,0,0,0,0
2615,Oil and acrylic / Canvas,oil and acrylic  canvas,oil  acrylic  canvas,1,1,1,0,0,0,0,0,0,0
2616,Oil / Linen,oil  linen,oil  linen,0,1,0,0,0,0,0,0,0,0
2617,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
2618,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2619,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2620,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2621,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2622,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2623,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2624,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2625,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2626,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2627,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
2628,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
