"x"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Board"
"Oil / Canvas"
"Oil and mineral pigment / Canvas"
"Oil on panel"
"Oil / Canvas"
"Oil / Canvas"
"single channel video with sound and USB"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Ink and collage / Paper"
"Acrylic / Board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Stainless steel plate, oil paint and silver marker"
"Oil / Canvas"
"Acrylic / Canvas"
"Enamel / Paperboard"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Paper"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil and mineral pigment on canvas laid on panel"
"Oil on Japanese paper laid on panel"
"Acrylic / Canvas"
"Acrylic / Paper"
"Acrylic and oil pastel / Paper"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas on board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Paper"
"Oil / Board"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Ink and acrylic / Paper"
"Ink and acrylic / Paper"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Paper"
"Acrylic / Paper"
"Oil / Masonite"
"Acrylic / Canvas"
"Metal and plastic"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Rubber and leather"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Hand painted FRP"
"Rubber and leather"
"Acrylic / Canvas"
"Markerink and spray paint / Board"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Hand painted FRP"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Digital print, / Canvas"
"Acrylic / Canvas"
"Hand painted FRP"
"Acrylic / Canvas"
"Markerink and spray paint / Board"
"Acrylic / Canvas"
"Digital print on canvas, framed in artist's original frame"
"Acrylic / Canvas"
"Rubber and leather"
"Acrylic / Canvas"
"Acrylic and gouache / Linen"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Linen"
"Waterpaint / Canvas"
"Oil / Board"
"Oil / Canvas"
"Single-channel video, thirteen portable TV monitors, vintage wooden TV cabinet with painted plexiglas, videotape"
"Acrylic on canvas with steel bar"
"Acrylic and oil / Canvas"
"Oil / Canvas"
"Oil / Linen"
"Oil / Canvas"
"Liquitex / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic and silkscreen ink / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Synthetic resin paint on cotton laid on canvas"
"Acrylic and ink / Canvas on board"
"Oil / Canvas"
"Acrylic / Canvas"
"Household gloss / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Paper"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Board"
"Oil / Board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Masonite"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Masonite"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil on plywood"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Masonite"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Panel"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Paper"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil and ink / Paper"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil on paper mounted on canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic on paper mounted on canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Ink and acrylic on paper mounted on canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic and silkscreen ink / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic on fiberglass reinforced plastic"
"Acrylic / Canvas"
"Painted fiberglass"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Chromogenic prints and hand-drawn marker pen"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic and gouache / Linen"
"Acrylic / Canvas"
"Oil and spray paint / Canvas"
"Acrylic / Canvas"
"Oil and acrylic / Linen"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic and oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Board"
"Acrylic, inkjet and oil crayon / Canvas"
"Oil / Linen"
"Oil / Linen"
"Acrylic and silkscreen ink / Linen"
"Oil and pencil / Cotton"
"Oil / Canvas"
"Glue and mineral pigment / Linen"
"Oil / Aluminum"
"Acrylic and oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas on board"
"Acrylic / Paper"
"Oil / Canvas"
"Acrylic / Paper"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Synthetic pigment, volcanic ash and digital print on wooden panel"
"Oil and acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil on jute"
"Oil / Canvas"
"Oil / Canvas"
"Oil and acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil on wooden board"
"Oil on wooden board"
"Oil / Canvas"
"Oil on silk mounted on board"
"Oil / Canvas"
"Oil / Canvas"
"Lacquer / Wood"
"Lacquer / Panel"
"Lacquer / Wood"
"Acrylic on newspaper"
"Oil / Canvas"
"Oil / Canvas"
"Oil on silk laid on board"
"Oil / Canvas"
"Oil / Masonite"
"Oil / Canvas"
"Oil / Canvas"
"Oil on wooden board"
"Lacquer on wood panel"
"Oil / Silk"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Board"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil on wood panel"
"Oil / Canvas"
"Oil / Masonite"
"Oil / Masonite"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil on canvas laid on masonite board"
"Oil / Canvas on board"
"Oil / Canvas on board"
"Oil / Board"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Masonite"
"Acrylic / Paper"
"Oil / Canvas"
"Oil on wooden board"
"Oil / Canvas"
"Oil on jute"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Masonite"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oilacrylic, enamel, and spray paint / Canvas"
"Oil and spray paint / Canvas"
"Acrylic and gouache / Canvas"
"Spraypaint / Cardboard"
"Stencilled spray paint, emulsion on ply board"
"Spray paint / Canvas"
"Acrylic and spray paint and pen / Paperboard"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic on paper on aluminum panel"
"Acrylic / Paper"
"Enamel / Paperboard"
"Acrylic / Paper"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic and oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylicemulsion and inkjet ink / Cardboard"
"Oil / Canvas"
"Oil / Panel"
"Synthetic polymer paint / Canvas"
"Oil on canvas / Panel"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Board"
"Lacquer on paper laid on folding screen (4 panels)"
"Acrylic / Paper"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Board"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Panel"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Gouache and enamel / Paperboard"
"Acrylic / Paper"
"Acrylic / Paper"
"Acrylic / Paper"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Cloth"
"Oil on hemp cloth"
"Oil / Canvas"
"Oil / Paper"
"Oil / Board"
"Acrylic / Canvas"
"Oil / Board"
"Oil / Board"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Aluminum flake pigment in PVA glue medium, lacquer on paper laid on folding screen"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Pencil and oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas on board"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Enamel / Paperboard"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Board"
"Oil / Canvas"
"Acrylic / Paper"
"Gouache and acrylic / Paper"
"Acrylic on gessoed hollow-core wooden panels"
"Acrylic / Canvas"
"Acrylic / Paper"
"Acrylic / Paper"
"Acrylic / Paper"
"Acrylic on paper mounted on canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Paper on board"
"Oil / Board"
"Oil / Board"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Ink and acrylic on xuan paper"
"Acrylic / Aluminum"
"Acrylic and ink / Canvas"
"Oil on canvas mounted on aluminium board"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Casein and carbon / Paper"
"Oil / Canvas"
"Acrylic on wood board"
"Acrylic / Canvas"
"Spray paint / Board"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic and felt pen / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas on board"
"Acrylic / Paper"
"Acrylic / Paper"
"Acrylic / Paper"
"Acrylic / Paper"
"Acrylic and oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Paper"
"Acrylic / Canvas"
"Acrylic / Paper"
"Oil / Canvas"
"Oil / Canvas"
"Pigmented resin and volcanic ash mounted on plexiglass panel"
"Acrylic and oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil on jute"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil and acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Resin ,pigment and mount Merapi volcanic ash / Wood"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Silk"
"Oil / Silk"
"Oil / Canvas"
"Lacquer / Wood"
"Lacquer / Wood"
"Lacquer / Panel"
"Lacquer / Wood"
"Oil / Board"
"Lacquer / Wood"
"Lacquer / Wood"
"Oil / Canvas"
"Oil / Board"
"Oil / Board"
"Oil / Cardboard"
"Oil / Masonite"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Silk"
"Oil / Canvas"
"Oil / Silk"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Wood"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Lacquer on wood panel"
"Oil / Board"
"Oil on wood panel"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Board"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Canvas on board"
"Oil / Board"
"Oil / Board"
"Oil / Canvas on board"
"Oil / Board"
"Oil / Canvas on board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas on board"
"Oil / Board"
"Oil / Canvas"
"Oil / Board"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Cardboard"
"Oil / Canvas"
"Oil on wood panel"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Masonite"
"Oil / Masonite"
"Oil / Masonite"
"Oil / Canvas"
"Oil / Board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas on board"
"Oil / Masonite"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Masonite"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic and oil / Canvas"
"Acrylic / Paper"
"Acrylic / Paper"
"Oil / Wood"
"Oil / Canvas"
"Oil on paper / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Board"
"Oil / Paperboard"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic on paper / Canvas"
"Oil and acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Paper"
"Acrylic / Paper"
"Acrylic / Paper"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Paperboard"
"Oil / Canvas"
"Oil / Board"
"Acrylic and ink / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Board"
"Oil / Canvas"
"Oil / Masonite"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Lacquer on wood panel"
"Oil / Masonite"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil and acrylic / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylic on canvas mounted on panel"
"Acrylic on canvas mounted on aluminium frame"
"Acrylic on cotton mounted on FRP"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Fabric, steel, glass, plastic in wood and glass vitrine"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Synthetic polymer paint / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil and jute / Canvas"
"Paint on polished stainless steel"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic on cotton mounted on FRP"
"Enamel / Paperboard"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"PVC"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Vinyl"
"Vinyl"
"Acrylic on found product packaging"
"Acrylic and emulsion paint, inkjet ink and tape / Cardboard"
"Oil / Canvas"
"Acrylic / Paper"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic on aluminum board"
"Oil / Canvas"
"Oil / Canvas"
"Resin / Canvas"
"Lacquer / Glass"
"Acrylic / Paper"
"Acrylic and lacquer / Canvas"
"Oil / Canvas"
"Oil on canvas mounted on aluminum board"
"Acrylic / Panel"
"Oil / Board"
"Polymer / Canvas"
"Oil / Canvas"
"Oil on wood and metal"
"Oil / Canvas"
"frottage / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Resin and lacquer / Board"
"Oil / Canvas"
"Oil / Cardboard"
"Oil / Canvas"
"Acrylic and gouache / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil and acrylic / Canvas"
"Oil / Linen"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Wood"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Paper"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Masonite"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Paper"
"Acrylic / Paper"
"Acrylic / Paper"
"Acrylic / Paper"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Linen"
"Oil / Canvas"
"Acrylic / Canvas"
"Acrylic / Paper"
"Acrylic / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil on jute"
"Oil / Canvas"
"Oil and acrylic / Canvas"
"Oil / Canvas"
"Resin and volcanic ash and various mineral pigment mounted on Plexiglas panel"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Paper"
"Oil / Canvas"
"Oil / Canvas"
"Oil and acrylic / Canvas"
"Acrylic and spray paint / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Acrylic / Canvas"
"Oil / Cloth"
"Oil / Canvas"
"Oil / Canvas on board"
"Oil / Canvas on board"
"Oil / Board"
"Oil / Canvas"
"Oil / Canvas"
"Oil and gouache on silk on panel"
"Oil / Silk"
"Oil on silk on board"
"Oil on silk mounted on board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Lacquer / Wood"
"Lacquer / Wood"
"Oil on wood panel"
"Oil on wood panel"
"Oil / Board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Lacquer / Wood"
"Lacquer / Wood"
"Lacquer / Wood"
"Lacquer / Wood"
"Oil / Board"
"Lacquer / Wood"
"Oil / Canvas"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas on board"
"Oil / Canvas"
"Oil / Canvas on board"
"Oil / Board"
"Acrylic / Board"
"Oil / Board"
"Oil / Board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Masonite"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Gouache and acrylic / Paper on board"
"Gouache and acrylic / Paper on board"
"Acrylic / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Masonite"
"Oil / Masonite"
"Oil / Canvas"
"Oil / Canvas on board"
"Oil / Masonite"
"Oil / Masonite"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Board"
"Oil / Masonite"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Board"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Oil / Canvas"
"Acrylic / Canvas"
